Name ,from,to,WRSE Ref,Type,Zone generic,Co. From,Co. to,Zone from,Zone to,Company,WRZ,Earliest Start Year,Year Activated,End year,Asset life,DO,Demand flow,Demand + THR flow,Financial cost,Financial cost spent,Financial vopex,Financial vopex spent,EnvSoc cost,EnvSoc cost spent,EnvSoc vopex,EnvSoc vopex spent,Carbon const,Carbon capital cost spent,Carbon fopex,Carbon fopex cost spent,Carbon vopex,Carbon vopex cost spent,Transfer type,Ratchet,Full capacity,Description,Bi-directional
Units,,,,,,,,,,,,,,,,Ml day^-1,Ml day^-1,Ml day^-1,1e3 $ yr^-1,1e3 $ yr^-1,0.01 $ m^3,0.01 $ m^3,1e3 $ yr^-1,1e3 $ yr^-1,0.01 $ m^3,0.01 $ m^3,t,1e3 $ yr^-1,t yr^-1,1e3 $ yr^-1,kg m^3,1e3 $ yr^-1,,,,,
Lft1009_ph2b,ExDO53,ExDO55,VWC-CTR-VW5-869,Intra-company transfer,WRZ35,AFF,AFF,WRZ33,WRZ35,VW,VW5,2022,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,1.4,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"9,083.89",NULL,64.78,NULL,0.12,NULL,Inter-company transfer,1,,VWC-CTR-VW5-869 : Preston to Wicker Hall,
Lft1021_ph2b,ExDO53,ExDO55,VWC-CTR-VW5-753,Intra-company transfer,WRZ35,AFF,AFF,WRZ33,WRZ35,VW,VW5,2022,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,2.07,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"5,873.83",NULL,129.19,NULL,0.18,NULL,Inter-company transfer,1,,VWC-CTR-VW5-753 : Uttlesford Bridge - Sibleys Mains upgrade,
Lft1027_ph2b,ExDO54,ExDO53,VWC-CTR-VW3-076,Intra-company transfer,WRZ33,AFF,AFF,WRZ34,WRZ33,VW,VW3,2022,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0.82,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"2,967.18",NULL,34.38,NULL,0.06,NULL,Intra-company transfer,0,,"VWC-CTR-VW3-076 : Arkley Bulls Green Transfer Upgrade - See scheme no. 28 ""Iver Arkley Transfer Upgrade (Ickenham Booster Upgrade)""",
Lft1028_ph2b,ExDO54,ExDO53,VWC-CTR-VW3-031,Intra-company transfer,WRZ33,AFF,AFF,WRZ34,WRZ33,VW,VW3,2022,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,5,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"3,156.32",NULL,228.11,NULL,0.42,NULL,Intra-company transfer,0,,VWC-CTR-VW3-031 : Arkley Bulls Green Transfer/ Maximising Arkley North,
Lft1030_ph2b,ExDO52,ExDO51,VWC-CTR-VW1-708,Intra-company transfer,WRZ31,AFF,AFF,WRZ32,WRZ31,VW,VW1,2022,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0.32,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"7,701.37",NULL,18.38,NULL,0.02,NULL,Inter-company transfer,1,,VWC-CTR-VW1-708 : Clay Lane to Batchworth,
Lft1050_ph2b,ExDO53,ExDO55,VWC-CTR-VW5-712,Intra-company transfer,WRZ35,AFF,AFF,WRZ33,WRZ35,VW,VW5,2022,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,3,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"10,044.86",NULL,153.27,NULL,0.42,NULL,Inter-company transfer,1,,VWC-CTR-VW5-712 : Standon North Mains (VW3-5 bidirectional flow),
Lft184_ph2b,ExDO56,ExDO54,VWC-CTR-VW4-716,Intra-company transfer,WRZ34,AFF,AFF,WRZ36,WRZ34,VW,VW4,2018,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0.89,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"19,608.25",NULL,171.59,NULL,0.12,NULL,Intra-company transfer,0,,VWC-CTR-VW4-716 : North Surrey North,
Lft185_ph2b,ExDO51,ExDO52,VWC-CTR-VW2-701,Intra-company transfer,WRZ32,AFF,AFF,WRZ31,WRZ32,VW,VW2,2017,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,2.69,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"3,503.45",NULL,148.8,NULL,0.2,NULL,Intra-company transfer,0,,VWC-CTR-VW2-701 : Hunton Bridge to Friars Wash Boosters,
Lft186_ph2b,ExDO51,ExDO52,VWC-CTR-VW2-702,Intra-company transfer,WRZ32,AFF,AFF,WRZ31,WRZ32,VW,VW2,2017,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,1.76,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"11,429.34",NULL,222,NULL,0.2,NULL,Intra-company transfer,0,,VWC-CTR-VW2-702 : Hunton Bridge to Friars Wash,
Lft1011_ph2b,ExDO42,ExDO54,VWC-RTR-VW4-706,Inter-company transfer,WRZ34,TWU,AFF,WRZ22,WRZ34,VW,VW4,2017,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,18,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"5,639.52",NULL,137.9,NULL,0.19,NULL,Inter-company transfer,1,,VWC-RTR-VW4-706 : Stonebridge Park Mains,
Lft1032_ph2b,ExDO17,ExDO38,VWS-RTR-VWS-450,Inter-company transfer,WRZ18,SWS,VWS,WRZ07,WRZ18,VW,VWS,2016,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,40,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Inter-company transfer,1,,VWS-RTR-VWS-450 : DEAI Extension,
Lft1033_ph2b,ExDO17,ExDO38,VWS-RTR-VWS-639,Inter-company transfer,WRZ18,SWS,VWS,WRZ07,WRZ18,VW,VWS,2015,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,40.1,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Inter-company transfer,1,,VWS-RTR-VWS-639 : Deal Import Continuation,
Lft183_ph2b,ExDO50,ExDO56,VWC-RTR-VW6-752,Inter-company transfer,WRZ36,TWU,AFF,WRZ27,WRZ36,VW,VW6,2018,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,20,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"1,236.89",NULL,23.62,NULL,0.24,NULL,Inter-company transfer,1,,VWC-RTR-VW6-752 : Ladymead increased import,
Lft190c_ph2b,ExDO36,ExDO38,VWS-RTR-VWS-638,Inter-company transfer,WRZ18,SEW,VWS,ExDO36j,WRZ18,VW,VWS,2015,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,24,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Inter-company transfer,0,,VWS-RTR-VWS-638 : Barham Import Continuation,Bi-directional
Lft1049_ph2b,ExDO35,ExDO38,VWS-RTR-VWS-841,Inter-company transfer,WRZ18,SEW,VWS,WRZ17,WRZ18,VW,VWS,2017,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,24,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"2,714.19",NULL,9.74,NULL,0.07,NULL,Inter-company transfer,1,,VWS-RTR-VWS-841 : Increase Barham import ot Chalksoke system from 2 to 6Ml/d,
Lft194_ph2b,ExDO35,ExDO38,VWS-RTR-VWS-842,Inter-company transfer,WRZ18,SEW,VWS,WRZ17,WRZ18,VW,VWS,2016,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,25,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"1,325.00",NULL,11.79,NULL,0.11,NULL,Inter-company transfer,1,,VWS-RTR-VWS-842 : Aldington Import to Saltwood Reservoir 3Ml/d,
Lft195_ph2b,ExDO35,ExDO38,VWS-RTR-VWS-843,Inter-company transfer,WRZ18,SEW,VWS,WRZ17,WRZ18,VW,VWS,2016,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,25,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"2,226.73",NULL,16.86,NULL,0.08,NULL,Inter-company transfer,1,,VWS-RTR-VWS-843 : Aldington Import to Saltwood Reservoir 6Ml/d Additional works,
Lft100c_ph2b,ExDO35,ExDO38,VWS-RTR-VWS-301,Inter-company transfer,WRZ18,SEW,VWS,WRZ17,WRZ18,VW,VWS,2017,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,24,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"1,576.31",NULL,11.52,NULL,0.16,NULL,Inter-company transfer,1,,VWS-RTR-VWS-301 : Barham Import Increase to 4 Ml/d,
Lft3000_ph2b,ExDO42,ExDO54,VWC-RTR-VW4-T01,Inter-company transfer,WRZ34,TWU,AFF,WRZ22,WRZ34,VW,VW4,2015,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,18,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Inter-company transfer,1,,VWC-RTR-VW4-T01 : Reduced Fortis 12Ml/d,
Lft005a_ph2b,ExDO39a,ExDO39b,SES-CTR-ESU-5090,Intra-company transfer,WRZ19B,SES,SES,WRZ19A,WRZ19B,SES,ESU,2025,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,3.99,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"4,590.29",NULL,0,NULL,0.35,NULL,Intra-company transfer,0,,12Ml/d transfer from Sutton WRZ to East Surrey WRZ,Bi-directional
Lft005b_ph2b,ExDO39b,ExDO39a,SES-CTR-SUT-5091,Intra-company transfer,WRZ19A,SES,SES,WRZ19B,WRZ19A,SES,SUT,2025,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,3.56,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0.25,NULL,Intra-company transfer,0,,East Surrey to Sutton (12Ml/d),Bi-directional
Lft006a_ph2b,ExDO39a,ExDO39b,SES-CTR-ESU-5100,Intra-company transfer,WRZ19B,SES,SES,WRZ19A,WRZ19B,SES,ESU,2025,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,3.99,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"8,361.10",NULL,0,NULL,0.35,NULL,Intra-company transfer,0,,20Ml/d transfer from Sutton WRZ to East Surrey WRZ,Bi-directional
Lft006b_ph2b,ExDO39b,ExDO39a,SES-CTR-SUT-5101,Intra-company transfer,WRZ19A,SES,SES,WRZ19B,WRZ19A,SES,SUT,2025,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,3.56,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0.25,NULL,Intra-company transfer,0,,East Surrey to Sutton (20Ml/d),Bi-directional
Lft011_ph2b,ExDO42,ExDO39a,SES-RTR-SUT-5070,Inter-company transfer,WRZ19A,TWU,SES,WRZ22,WRZ19A,SES,SUT,2025,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,85.15,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"2,092.15",NULL,0,NULL,0.49,NULL,Inter-company transfer,1,,15Ml/d bulk supply from Thames Water (London WRZ) to SESW (Sutton WRZ) at Merton,
Lft012_ph2b,ExDO42,ExDO39a,SES-RTR-SUT-5030,Inter-company transfer,WRZ19A,TWU,SES,WRZ22,WRZ19A,SES,SUT,2025,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,84.38,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"3,047.30",NULL,0,NULL,0.45,NULL,Inter-company transfer,1,,30Ml/d bulk supply from Thames Water (London WRZ) to SESW (Sutton WRZ) at Merton,
Lft1048_ph2b,ExDO42,ExDO39a,SES-RTR-SUT-5110,Inter-company transfer,WRZ19A,TWU,SES,WRZ22,WRZ19A,SES,SUT,2020,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,81.92,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,545.9,NULL,0,NULL,0.49,NULL,Inter-company transfer,1,,5Ml/d bulk supply from Thames Water (London WRZ) to SESW (Sutton WRZ) at Merton,
Lft001a_ph2b,ExDO28,ExDO20,PRT-RTR-PRT-5081,Inter-company transfer,WRZ08,SEW,SEW,WRZ12,WRZ08,PRT,PRT,2019,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"1,457.36",NULL,0,NULL,0,NULL,Inter-company transfer,0,,SEW RZ5 Tilmore to PRT Clanfield 10Ml/d (Costs from PRT) Bidirectional,Bi-directional
Lft001b_ph2b,ExDO20,ExDO28,PRT-RTR-RZ5-5080,Inter-company transfer,WRZ12,SEW,SEW,WRZ08,WRZ12,PRT,RZ5,2019,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"1,778.63",NULL,0,NULL,0,NULL,Inter-company transfer,0,,PRTS to SEW RZ5 (Clanfield to Tilmore Transfer) 10Ml/d Bidirectional (PRT costs),Bi-directional
Lft013n_ph2b,ExDO20,ExDO28,PRT-RTR-RZ5-5090,Inter-company transfer,WRZ12,SEW,SEW,WRZ08,WRZ12,PRT,RZ5,2021,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0.24,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"8,556.49",NULL,0,NULL,0.02,NULL,Inter-company transfer,1,,PRTS to SEW RZ5 (Farlington WTW to Tilmore Res) 20Ml/d (PRT costs),Two company costs
Lft106n_ph2b,ExDO20,ExDO03,PRT-RTR-SNO-5060,Inter-company transfer,WRZ03,SEW,SWS,WRZ08,WRZ03,PRT,SNO,2019,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0.16,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"1,896.65",NULL,0,NULL,0.01,NULL,Inter-company transfer,1,,PRTS Eastgate to SWS Sussex North Hardham via Whiteways Lodge (duplicate of existing bulk supply) - costs from PRT,Two company costs
Lft108n_ph2b,ExDO20,ExDO06b,PRT-RTR-SWO-5012,Inter-company transfer,WRZ04B,SEW,SWS,WRZ08,WRZ04B,PRT,SWO,2019,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0.16,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"1,389.58",NULL,0,NULL,0.01,NULL,Inter-company transfer,1,,PRTS to SWS Sussex Worthing (Slindon to Littlehampton) PRT costs,Two company costs
Lft027_ph2b,ExDO29,ExDO31,SEW-CTR-RZ1-5190,Intra-company transfer,WRZ15,SEW,SEW,WRZ13,WRZ15,SEW,RZ1,2026,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,3.21,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"13,259.60",NULL,880.6,NULL,0,NULL,Intra-company transfer,0,,Transfer SEW RZ2 to SEW RZ1 (Whitely Hill SR to Blackhurst SR via Horsted Keynes SR),
Lft028_ph2b,ExDO29,ExDO31,SEW-CTR-RZ1-5500,Intra-company transfer,WRZ15,SEW,SEW,WRZ13,WRZ15,SEW,RZ1,2026,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,3.21,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"13,259.60",NULL,880.6,NULL,0,NULL,Intra-company transfer,0,,Whitely Hill SR to Blackhurst SR via Horsted Keynes SR (Duplicate of TR 44),
Lft032a_ph2b,ExDO31,ExDO29,SEW-CTR-RZ2-5901,Intra-company transfer,WRZ13,SEW,SEW,WRZ15,WRZ13,SEW,RZ2,2020,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,1.41,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,386.7,NULL,0,NULL,Intra-company transfer,0,,SEW  Blackhurst (RZ1) to Best Beech (RZ2) ,Bi-directional
Lft032b_ph2b,ExDO29,ExDO31,SEW-CTR-RZ1-5902,Intra-company transfer,WRZ15,SEW,SEW,WRZ13,WRZ15,SEW,RZ1,2020,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"3,747.20",NULL,0,NULL,0,NULL,Intra-company transfer,0,,SEW Best Beech (RZ2) to Blackhurst (RZ1),Bi-directional
Lft033a_ph2b,ExDO30,ExDO29,SEW-CTR-RZ2-5380,Intra-company transfer,WRZ13,SEW,SEW,WRZ14,WRZ13,SEW,RZ2,2020,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0.83,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"4,590.20",NULL,228.6,NULL,0,NULL,Intra-company transfer,0,, SEW RZ3 (Arlington) to RZ2 (Barcombe),Bi-directional
Lft033b_ph2b,ExDO29,ExDO30,SEW-CTR-RZ3-5470,Intra-company transfer,WRZ14,SEW,SEW,WRZ13,WRZ14,SEW,RZ3,2020,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0.9,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0.5,NULL,245.5,NULL,0,NULL,Intra-company transfer,0,,Barcombe Reservoir to Arlington Reservoir ,Bi-directional
Lft034a_ph2b,ExDO27,ExDO29,SEW-CTR-RZ2-5300,Intra-company transfer,WRZ13,SEW,SEW,WRZ11,WRZ13,SEW,RZ2,2028,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,8.59,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"9,372.90",NULL,"2,231.60",NULL,0,NULL,Intra-company transfer,0,,Transfer from SEW W Region (Surrey Hills) to Whitely Hill Reservoir (15 Ml/d),Bi-directional
Lft034b_ph2b,ExDO29,ExDO27,SEW-CTR-RZ4-5280,Intra-company transfer,WRZ11,SEW,SEW,WRZ13,WRZ11,SEW,RZ4,2028,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,1.88,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"36,050.70",NULL,"1,008.20",NULL,0,NULL,Intra-company transfer,0,,Southern Region (RZ2) to Northern Region Transfer (RZ4) (Whitely Hill SR to Surrey Hill SR),Bi-directional
Lft035_ph2b,ExDO27,ExDO29,SEW-CTR-RZ2-5450,Intra-company transfer,WRZ13,SEW,SEW,WRZ11,WRZ13,SEW,RZ2,2028,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,3.11,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"25,222.10",NULL,853.8,NULL,0,NULL,Intra-company transfer,0,,Transfer from SEW W Region (Surrey Hills) to Whitely Hill Reservoir (10 Ml/d),
Lft036a_ph2b,ExDO32b,ExDO29,SEW-CTR-RZ2-5110,Intra-company transfer,WRZ13,SEW,SEW,WRZ16B,WRZ13,SEW,RZ2,2021,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,2.81,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,317.4,NULL,307.6,NULL,0,NULL,Intra-company transfer,0,,"SEW Transfer, Bewl to Best Beech:  RZ7 to RZ2 ",Bi-directional
Lft036b_ph2b,ExDO29,ExDO32b,SEW-CTR-RZ7-5116,Intra-company transfer,WRZ16B,SEW,SEW,WRZ13,WRZ16B,SEW,RZ7,2021,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,540.9,NULL,0,NULL,0,NULL,Intra-company transfer,0,,"SEW Transfer, Best Beech to Bewl:  RZ2 to RZ7",Bi-directional
Lft037_ph2b,ExDO32b,ExDO29,SEW-CTR-RZ2-5111,Intra-company transfer,WRZ13,SEW,SEW,WRZ16B,WRZ13,SEW,RZ2,2021,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,2.81,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,317.4,NULL,307.6,NULL,0,NULL,Intra-company transfer,0,,"SEW Transfer, Bewl to Best Beech:  RZ7 to RZ2 ",
Lft038_ph2b,ExDO32b,ExDO29,SEW-CTR-RZ2-5112,Intra-company transfer,WRZ13,SEW,SEW,WRZ16B,WRZ13,SEW,RZ2,2021,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,2.81,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,317.4,NULL,307.6,NULL,0,NULL,Intra-company transfer,0,,"SEW Transfer, Bewl to Best Beech:  RZ7 to RZ2 ",
Lft041_ph2b,ExDO27,ExDO28,SEW-CTR-RZ5-5341,Intra-company transfer,WRZ12,SEW,SEW,WRZ11,WRZ12,SEW,RZ5,2026,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0.76,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"12,061.10",NULL,476.9,NULL,0,NULL,Intra-company transfer,0,,Surrey Hill SR to Ewshot SR ,
Lft042_ph2b,ExDO27,ExDO28,SEW-CTR-RZ5-5340,Intra-company transfer,WRZ12,SEW,SEW,WRZ11,WRZ12,SEW,RZ5,2026,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0.76,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"12,061.10",NULL,476.9,NULL,0,NULL,Intra-company transfer,0,,RZ4 Surrey Hills to RZ5 via Ewshot,
Lft045a_ph2b,ExDO31,ExDO32a,SEW-CTR-RZ6-5521,Intra-company transfer,WRZ16A,SEW,SEW,WRZ15,WRZ16A,SEW,RZ6,2021,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,915.5,NULL,0,NULL,0,NULL,Intra-company transfer,0,,RZ1 (Blackhurst) to RZ6 (Aylesford) via East Peckham ,Bi-directional
Lft045b_ph2b,ExDO32a,ExDO31,SEW-CTR-RZ1-5520,Intra-company transfer,WRZ15,SEW,SEW,WRZ16A,WRZ15,SEW,RZ1,2021,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,4.54,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,671.7,NULL,497,NULL,0,NULL,Intra-company transfer,0,,SEW RZ6 (Aylesford) to SEW Medway RZ1 (Blackhurst) via East Peckham,Bi-directional
Lft051_ph2b,ExDO31,ExDO32b,SEW-CTR-RZ7-5115,Intra-company transfer,WRZ16B,SEW,SEW,WRZ15,WRZ16B,SEW,RZ7,2021,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0.16,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,580.8,NULL,17.2,NULL,0,NULL,Intra-company transfer,0,,"SEW Transfer, Blackhurst to Bewl: RZ1 to RZ7 ",
Lft052_ph2b,ExDO32b,ExDO31,SEW-CTR-RZ1-5525,Intra-company transfer,WRZ15,SEW,SEW,WRZ16B,WRZ15,SEW,RZ1,2020,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,178.5,NULL,0,NULL,0,NULL,Intra-company transfer,0,,Kippings to Pembury SEW Medway (RZ7 to RZ1) ,
Lft055a_ph2b,ExDO32a,ExDO35,SEW-CTR-RZ8-5120,Intra-company transfer,WRZ17,SEW,SEW,WRZ16A,WRZ17,SEW,RZ8,2024,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"8,806.80",NULL,0,NULL,0,NULL,Intra-company transfer,0,,Transfer RZ6 to RZ8 (Maidstone to Canterbury) 10 Ml/d,Bi-directional
Lft055b_ph2b,ExDO35,ExDO32a,SEW-CTR-RZ6-5130,Intra-company transfer,WRZ16A,SEW,SEW,WRZ17,WRZ16A,SEW,RZ6,2024,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,6.1,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,736.3,NULL,"2,320.80",NULL,0,NULL,Intra-company transfer,0,,Transfer RZ8 to RZ6 (Canterbury to Maidstone) 10 Ml/d,Bi-directional
Lft056a_ph2b,ExDO32a,ExDO35,SEW-CTR-RZ8-5121,Intra-company transfer,WRZ17,SEW,SEW,WRZ16A,WRZ17,SEW,RZ8,2024,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"11,854.80",NULL,0,NULL,0,NULL,Intra-company transfer,0,,Transfer RZ6 to RZ8 (Maidstone to Canterbury) 15 Ml/d,Bi-directional
Lft056b_ph2b,ExDO35,ExDO32a,SEW-CTR-RZ6-5140,Intra-company transfer,WRZ16A,SEW,SEW,WRZ17,WRZ16A,SEW,RZ6,2024,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,5.06,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"1,002.60",NULL,"2,077.20",NULL,0,NULL,Intra-company transfer,0,,Transfer RZ8 to RZ6 (Canterbury to Maidstone) 15 Ml/d,Bi-directional
Lft057a_ph2b,ExDO32a,ExDO35,SEW-CTR-RZ8-5122,Intra-company transfer,WRZ17,SEW,SEW,WRZ16A,WRZ17,SEW,RZ8,2024,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,"19,717.70",NULL,0,NULL,0,NULL,Intra-company transfer,0,,Transfer RZ6 to RZ8 (Maidstone to Canterbury) 30 Ml/d,Bi-directional
