GW1, 2000-01-01, 1, 58.0         
GW1, 2000-02-01, 1, 48.0         
GW1, 2000-03-01, 1, 37.0         
GW1, 2000-04-01, 1, 36.0         
GW1, 2000-05-01, 1, 31.0         
GW1, 2000-06-01, 1, 20.0         
GW1, 2000-07-01, 1, 19.0         
GW1, 2000-08-01, 1, 27.0         
GW1, 2000-09-01, 1, 20.0         
GW1, 2000-10-01, 1, 33.0         
GW1, 2000-11-01, 1, 41.0         
GW1, 2000-12-01, 1, 55.0         
GW1, 2001-01-01, 1, 52.7999992371
GW1, 2001-02-01, 1, 34.0         
GW1, 2001-03-01, 1, 48.4000015259
GW1, 2001-04-01, 1, 52.5         
GW1, 2001-05-01, 1, 28.8999996185
GW1, 2001-06-01, 1, 24.2000007629
GW1, 2001-07-01, 1, 13.6999998093
GW1, 2001-08-01, 1, 27.2000007629
GW1, 2001-09-01, 1, 24.0         
GW1, 2001-10-01, 1, 44.0         
GW1, 2001-11-01, 1, 35.5999984741
GW1, 2001-12-01, 1, 62.9000015259
GW2, 2000-01-01, 1, 69.0         
GW2, 2000-02-01, 1, 46.0         
GW2, 2000-03-01, 1, 33.0         
GW2, 2000-04-01, 1, 43.0         
GW2, 2000-05-01, 1, 37.0         
GW2, 2000-06-01, 1, 20.0         
GW2, 2000-07-01, 1, 25.0         
GW2, 2000-08-01, 1, 25.0         
GW2, 2000-09-01, 1, 28.0         
GW2, 2000-10-01, 1, 49.0         
GW2, 2000-11-01, 1, 31.0         
GW2, 2000-12-01, 1, 49.0         
GW2, 2001-01-01, 1, 107.400001526
GW2, 2001-02-01, 1, 27.0         
GW2, 2001-03-01, 1, 45.2000007629
GW2, 2001-04-01, 1, 15.0         
GW2, 2001-05-01, 1, 20.2999992371
GW2, 2001-06-01, 1, 26.7999992371
GW2, 2001-07-01, 1, 28.1000003815
GW2, 2001-08-01, 1, 24.6000003815
GW2, 2001-09-01, 1, 12.0         
GW2, 2001-10-01, 1, 16.1000003815
GW2, 2001-11-01, 1, 21.8999996185
GW2, 2001-12-01, 1, 24.3999996185
